dQ_dV_01,dQ_dV_03,dQ_dV_05,dQ_dV_07,dQ_dV_09,dQ_dV_11,dQ_dV_13,dQ_dV_15,dQ_dV_17
-5.460854456185476,-5.248427302147622,-5.255737161854907,-5.2673939855463745,-5.2615869343869015,-5.240026044616775,-5.259719131992163,-5.270519655473658,-4.853287242305047
-5.395761312179917,-5.172088555621011,-5.170482898943146,-5.1732183690657765,-5.184583519374136,-5.1546032585609,-5.188494601804843,-5.199315420546257,-4.7536305268243435
-5.253861255946894,-5.07748775775888,-5.06299105857907,-5.06122291681167,-5.066337314456229,-5.045833325007414,-5.052828909897139,-5.1087088234944,-4.646074170267363
-5.108861206656605,-4.943269631706184,-4.951348467644186,-4.953236102278652,-4.958455946681003,-4.951680605258324,-4.936005552749819,-4.999705058869026,-4.523548481120275
-4.979179715545696,-4.803425157461419,-4.81855086953216,-4.825130838445992,-4.84689212496474,-4.834315600021123,-4.833895137273891,-4.881021455995671,-4.395979066666442
-4.80609635176341,-4.653142963901564,-4.661395178997083,-4.6779470645560535,-4.703157086542874,-4.682878717894235,-4.681162708164738,-4.736366996240898,-4.273655450023759
-4.607893790644894,-4.508170695197311,-4.525143595331043,-4.547444200024762,-4.551004090268336,-4.540771140349841,-4.547380322265224,-4.591722056232499,-4.150743088312273
-4.454129869407796,-4.374838618360798,-4.3949712142402895,-4.413702822722795,-4.412538471653628,-4.401496655476496,-4.433800030679103,-4.461402310216548,-4.036570392335346
-4.309927776561759,-4.2488203156528215,-4.27029521138552,-4.2930269430751276,-4.299965897303455,-4.282054332006675,-4.3100367415743905,-4.343587364231683,-3.9502770833589866
-4.162448296585004,-4.12760498313906,-4.158248824988139,-4.1742734223181115,-4.197506920743893,-4.1777390849737035,-4.205744015854895,-4.239440097058782,-3.8772885078674193
-4.081077537303677,-4.035030358967183,-4.104231752956255,-4.129853398698538,-4.112635813005759,-4.099264924823901,-4.138106750993782,-4.195711407217404,-3.8289252936393323
-4.016344221190849,-3.98175364997081,-4.035267116827612,-4.069090223887589,-4.059314173799185,-4.055361493679793,-4.080809855885092,-4.138108556581875,-3.7969749946762565
-3.9717201120959458,-3.9549904714541384,-3.9686779657152473,-3.9908572624572414,-4.031186599522664,-4.030086571326283,-4.045751835223838,-4.0646697843160275,-3.7849267908816033
-3.9792565872690067,-3.942352889045596,-3.9815852400615412,-4.00218441806006,-4.018757238078796,-4.023528845240074,-4.053582053479717,-4.063338892484628,-3.791325160824899
-4.006776143623949,-3.9622360318140624,-4.008998930897952,-4.031510510805338,-4.04266622473316,-4.049658503814675,-4.072468586927069,-4.08328888699634,-3.812415262534074
-4.0538177008749985,-4.040866249168282,-4.02560571092396,-4.038965114496862,-4.10243823273906,-4.106142798896748,-4.114331444620324,-4.093213222942859,-3.86577512470479
-4.190448188601548,-4.151801423575738,-4.139446119946844,-4.142456140593485,-4.196621683040489,-4.19510872146348,-4.201737503340905,-4.18404717699727,-3.960590470516537
-4.412647250799849,-4.304194587892326,-4.329845666735776,-4.338412015161971,-4.3429898335307575,-4.330965175657778,-4.341150049262137,-4.3525289158594225,-4.072922872005681
-4.69455601053842,-4.547662663290024,-4.537109385945001,-4.529761711089282,-4.545418521287265,-4.523699158849835,-4.524539955203967,-4.524807547520399,-4.225438916518799
-5.091737507559746,-4.85885800626504,-4.816962032320069,-4.790010062663683,-4.789386896490968,-4.76439040667716,-4.767266234923939,-4.727542754713808,-4.411230101672311
-5.598150318571458,-5.261030845226209,-5.192779773112729,-5.154818717094855,-5.117711838136164,-5.067543479428249,-5.061526018243971,-5.001598074659386,-4.600148470317454
-6.167874057979947,-5.750516414165256,-5.656580235111592,-5.611729233265741,-5.531585984963792,-5.4389590536938295,-5.413921650961408,-5.330578749227655,-4.835299574520874
-6.743047856232883,-6.264771111237722,-6.138647419288185,-6.079626240292915,-5.969793145148855,-5.864356993150554,-5.801415383310571,-5.671792459896321,-5.08492419811471
-7.275484619755783,-6.902401257244941,-6.6505881136256,-6.583265623436112,-6.424307194581559,-6.356249383551017,-6.266053768567053,-6.078799129152393,-5.373985923392988
-7.693773169707984,-7.360648615573581,-7.116150532273612,-7.042943992024904,-6.852548907275155,-6.715008827381684,-6.615361486140798,-6.41888339444328,-5.593469963836385
-7.920916273163303,-7.5674952547570395,-7.428334578695361,-7.331187379379801,-7.140645441687742,-6.912398415496865,-6.772063886039282,-6.597951405739709,-5.71328355539678
-7.9821753919639935,-7.706739304491572,-7.596197011919461,-7.463442638100091,-7.2733652325404545,-7.066594649840454,-6.903922431277325,-6.7224745747109305,-5.805827604536461
-7.904208845874393,-7.701964131869342,-7.589002642900088,-7.467013424927899,-7.29117617711579,-7.039909132072857,-6.893469778749412,-6.725089828699097,-5.8195185221023324
-7.6353184993789265,-7.408716104060445,-7.385212999477297,-7.274543176298238,-7.127330660440284,-6.772578146858688,-6.612498542453323,-6.462473855919227,-5.65321780307143
-7.1611058603887985,-7.048503458194378,-7.036728481553212,-6.899605440829863,-6.7576203246071485,-6.439731037413961,-6.258324099192691,-6.07575611911158,-5.4092734170576415
-6.51143505396349,-6.6131745798823545,-6.515915968125376,-6.392953471246495,-6.234600033308181,-5.9939614884041905,-5.839575801561833,-5.596212762621509,-5.097449836355611
-5.716147252016154,-5.9081915850687485,-5.807690109398855,-5.715736794219453,-5.567936389628304,-5.311049231417557,-5.168815842594546,-4.911052979183192,-4.59685540218803
-4.833476996036671,-5.1057673679684985,-5.039866092986318,-4.928418214009783,-4.778882303736663,-4.556347172879195,-4.411192766058511,-4.1479625164084855,-4.010924972740653
-3.968764180676819,-4.26511881091304,-4.2357527574955425,-4.116686504102224,-3.972726677536178,-3.7977621989508656,-3.676457159708125,-3.417744168867805,-3.402458593455823
-3.2205515956943502,-3.4924099813783083,-3.4532474465646246,-3.3757756225747118,-3.2461872105486913,-3.091182496907865,-2.9970423200648373,-2.7738413392206076,-2.8210030663348435
-2.6403699930106397,-2.8414929535673026,-2.8158728297587077,-2.7484261031320374,-2.641727515681908,-2.513174762793541,-2.432964798688788,-2.23797535762163,-2.3063916869566574
-2.2179643587920013,-2.3698630713249313,-2.3367592076537655,-2.2817922330676765,-2.189461188924497,-2.086099887212618,-2.024928704654581,-1.8429864169122743,-1.906727004980478
-1.6058865221740577,-1.7092932873375133,-1.6756252929336684,-1.6485423386287488,-1.5724149476820564,-1.5014514439725521,-1.4606408961842088,-1.3245616055141274,-1.3662346556654932
-1.1049972843032165,-1.1694929081148582,-1.142483013888789,-1.1289410021481268,-1.076151298907821,-1.030404949844484,-1.0035054156873633,-0.9089869743447703,-0.9300183302070095
