dQ_dV_01,dQ_dV_03,dQ_dV_05,dQ_dV_07,dQ_dV_09,dQ_dV_11,dQ_dV_13,dQ_dV_15,dQ_dV_17,dQ_dV_19,dQ_dV_21,dQ_dV_23,dQ_dV_25,dQ_dV_27,dQ_dV_31
-2.574528382355345,-2.567135110414006,-2.608687988107681,-2.618530240162534,-2.594866566597079,-2.5902914637779304,-2.577616253443148,-2.5559740372896274,-2.585155931524679,-2.6043131379021536,-2.6594581300558047,-2.6513879645618545,-2.660819364086734,-2.6811731904570646,-2.648800517220821
-2.700540912331633,-2.6841177822335904,-2.7331309191560993,-2.7417831687686776,-2.7145787771252343,-2.709302606492395,-2.7021470447078286,-2.679246128732183,-2.711902805756199,-2.7313635260934293,-2.7851771284019886,-2.774129536650884,-2.795366702403226,-2.8089400005311345,-2.7822756249258194
-2.835601539560378,-2.8102131297479334,-2.8670946162851805,-2.8737886360251994,-2.8440635956037568,-2.835229005291632,-2.83606744159365,-2.809316247859346,-2.84584109869092,-2.863285794929641,-2.9118647406039315,-2.9070113128943778,-2.9355877700995965,-2.9395360535504382,-2.918462805072727
-2.9778212725796154,-2.9457499530149223,-3.0097063073354096,-3.0133949732872907,-2.983822957088324,-2.969610840673767,-2.9775733263501194,-2.944511727730418,-2.9851109209650133,-2.996496595764103,-3.0408500043184405,-3.049258320371184,-3.0781503869071747,-3.07418466981527,-3.0543248425846063
-3.1251771474808834,-3.091178091939492,-3.157601956657277,-3.15915800274405,-3.1333971141359145,-3.1138823502483435,-3.1240400416121927,-3.08298282403988,-3.1272861351252006,-3.129610293993011,-3.1776787761600076,-3.196578489387168,-3.2186235188754386,-3.2140611109118598,-3.186514819947485
-3.275905544539217,-3.2459443168536835,-3.3062802206396444,-3.3096205751521497,-3.287469121733989,-3.265943973487953,-3.2727816138339394,-3.223892166024996,-3.268712616041046,-3.2654272773006143,-3.323422721565072,-3.3424600676114897,-3.3563873344761816,-3.3593345128935654,-3.313258681399941
-3.4283496761070413,-3.4061995426670024,-3.4549015252333732,-3.4635852630861734,-3.4382222020038,-3.419471879782833,-3.42112205037131,-3.367633670335647,-3.405412177951456,-3.408363240155114,-3.4677680904490673,-3.4795688621495575,-3.498816017615042,-3.508357048980787,-3.436726318226585
-3.5813376765171885,-3.569401281887468,-3.6053633467682347,-3.619947363366754,-3.5877345713040203,-3.5707824797241416,-3.567118492250194,-3.5148367332217845,-3.5378805502723423,-3.557297941384104,-3.6066418479699167,-3.6140569257972857,-3.6425116055476967,-3.658495528863222,-3.561449462297816
-3.7344845028236646,-3.734976421431219,-3.7575276514677114,-3.776333325687159,-3.7399189055871886,-3.722527950993998,-3.7108790061283345,-3.6652008665437794,-3.672572613758399,-3.7046410308942717,-3.7553334221168657,-3.757561322741088,-3.7794988200098207,-3.807042954171772,-3.6882831839990335
-3.8877416444798825,-3.898404180300037,-3.9104451529761093,-3.929228617911906,-3.8914178414426095,-3.8687514276131254,-3.8539958587816674,-3.8174413510146223,-3.814604459804781,-3.8458198452520094,-3.910324861861216,-3.904945235254388,-3.9181818313992043,-3.9514034383062553,-3.8123485692958643
-4.041064071291879,-4.0544342361703,-4.064490104351393,-4.078807452133913,-4.042124637559812,-4.004581159757788,-3.9982177442406344,-3.969422449109544,-3.9611863073610265,-3.983140372629606,-4.050486713888574,-4.049589905949626,-4.064050335175904,-4.090557135014615,-3.9304545535036253
-4.194411186993148,-4.203410751438264,-4.219251637628122,-4.230204146508147,-4.194484862082623,-4.146235993783342,-4.145202665291612,-4.118067868885066,-4.106445452940699,-4.122032567690542,-4.185938405124808,-4.197887683856078,-4.205831925054662,-4.226281520237348,-4.046280104950103
-4.348501184232555,-4.347208411566851,-4.373067660239991,-4.372032409985422,-4.3425239673385425,-4.300288395537724,-4.292708000861547,-4.258547194652226,-4.247209201768231,-4.260962067091675,-4.332967863765686,-4.341152187408966,-4.339459736439449,-4.361765853753736,-4.162668767123114
-4.506413933347114,-4.489341346853741,-4.525007585585849,-4.509010480356171,-4.481301928149662,-4.442593628576923,-4.430285819994999,-4.384631237582743,-4.381024199975639,-4.394602464016606,-4.45997640008614,-4.454063005469539,-4.468061021920119,-4.49328739741947,-4.275725515079392
-4.6716442147135755,-4.636801386660499,-4.675919256388522,-4.65409765749065,-4.617995979454526,-4.5899690597935265,-4.568823576981918,-4.512053638790951,-4.510442047590135,-4.542965071327882,-4.56460876598552,-4.556155049247747,-4.598615649913473,-4.606118339585487,-4.391686942669895
-4.84020819776398,-4.810223393612438,-4.826571359942938,-4.802243429953956,-4.763164850262257,-4.748942975729449,-4.720136886840635,-4.6644376467965,-4.643377746641102,-4.701882851820312,-4.691966908607856,-4.6841762616804825,-4.723661931154163,-4.703919275339001,-4.5209317143924865
-4.991966545504045,-4.968898565723163,-4.9760670884288345,-4.9433183831532,-4.900301630733111,-4.879179382302863,-4.851374072353884,-4.804211844152201,-4.776304080426673,-4.826602827843278,-4.821435791661992,-4.804475741764623,-4.814032414541998,-4.782596686735769,-4.634785913832895
-5.119327740058106,-5.101470506565152,-5.092323367792716,-5.070501452520437,-5.03211740865973,-4.988168652770355,-4.95834739790031,-4.917306935862404,-4.896629493988217,-4.927724392624799,-4.922275448205312,-4.889710688704503,-4.893643971124294,-4.85352386362066,-4.7202562353313455
-5.247344984872404,-5.231909131940273,-5.198258895140959,-5.183378376863636,-5.144392846975842,-5.10043295284118,-5.073095025661718,-5.042069137079875,-5.011507012272773,-5.022471119489092,-5.018751866939646,-4.980366545765003,-4.97990521889817,-4.915877959445789,-4.802743970791512
-5.35058410000849,-5.341646118086169,-5.309589616345886,-5.2772559424939685,-5.243368469903926,-5.204637794180804,-5.1765463858022605,-5.14888352830327,-5.115216379825819,-5.1052863695450705,-5.098717787039737,-5.057345430853531,-5.019808835983258,-4.9639430177818955,-4.873378834667898
-5.421650937527284,-5.413017148649715,-5.394584745836119,-5.360270168932135,-5.329770637297066,-5.279227900944221,-5.255750620170444,-5.222384365218312,-5.182726255498125,-5.167699753669627,-5.138986640040554,-5.091751728903354,-5.042759689487928,-5.012645552905673,-4.912668654753862
-5.504423802698188,-5.488051780550478,-5.472410636450628,-5.422979711861279,-5.402943612857343,-5.3586137971829375,-5.329742457407526,-5.287556130630964,-5.248886534309264,-5.2201586529766075,-5.1691257192865745,-5.128157025419074,-5.08525909101171,-5.061535098923537,-4.95232144413925
-5.600678226146977,-5.575989926258251,-5.553390454583365,-5.497154182585899,-5.472271049618104,-5.441960572468469,-5.410344076126734,-5.358759674625629,-5.320680934502548,-5.271696526626426,-5.202756184956394,-5.170938176793027,-5.114760860283388,-5.094212929074256,-5.008559507929232
-5.659078228809136,-5.640627692388949,-5.618413339542867,-5.5595844208043275,-5.529948205248122,-5.499868192148063,-5.475777874847103,-5.4163590087165865,-5.363927514175276,-5.311958887900614,-5.221278809913053,-5.19073154393605,-5.137824690431251,-5.116810063051929,-5.036890725964282
-5.701949840942672,-5.700156053790199,-5.6566654453551966,-5.600260248533653,-5.575356818917982,-5.536969643610025,-5.518119588681117,-5.454358968296833,-5.382368344542124,-5.326116314946127,-5.228725269800151,-5.203459284991413,-5.161206482407027,-5.128144350507774,-5.0398900173812144
-5.770029385644261,-5.749639182266879,-5.690432907273475,-5.634952904694609,-5.603307916441549,-5.578609078680552,-5.544545877336094,-5.47819401379552,-5.393906697457669,-5.321416506058803,-5.241593197849795,-5.204421002077061,-5.162531869329081,-5.115442888886611,-5.048647848584887
-5.814340577739416,-5.780321218134686,-5.702555110600747,-5.654324793068498,-5.612917557434214,-5.595732471401556,-5.549733945158243,-5.482799816736105,-5.384962979699094,-5.313432415338424,-5.2303678509564975,-5.189514885788566,-5.150456851026741,-5.109066850655928,-5.039183498815072
-5.826623027437631,-5.8066352620807615,-5.713602166901365,-5.654519418209447,-5.6121710788917545,-5.589768273002977,-5.543631590977538,-5.4775154771099945,-5.357142918470015,-5.29553282077319,-5.201142563772328,-5.17168367951673,-5.1314355499027045,-5.083217154600862,-4.998440202568713
-5.839261960401376,-5.824549151037314,-5.721694245547627,-5.65265372850085,-5.619047397860909,-5.591826053799241,-5.539109793289486,-5.460428310448476,-5.329725073359834,-5.280523013673543,-5.189792971593681,-5.148148007215826,-5.095553499563749,-5.042308963102033,-4.966392495293945
-5.855447101144011,-5.806643986283751,-5.702576663300886,-5.647641066611664,-5.600893378283735,-5.569375093805167,-5.510001192948335,-5.437573428163427,-5.305861485421099,-5.250914055508253,-5.158854101810971,-5.119968951738343,-5.066288070748641,-5.022851713397767,-4.947585924665475
-5.846826357555341,-5.777933344966908,-5.68014524554327,-5.61062647990259,-5.556694328727389,-5.524755429149212,-5.45639649437681,-5.389157325766133,-5.27182811317453,-5.205086614126816,-5.1002273330592915,-5.075875805620307,-5.024103412995896,-4.989034134427221,-4.908269599907943
-5.823833117740042,-5.748609824435329,-5.639894660815066,-5.5692607318564225,-5.521485251922348,-5.480022424709096,-5.417634387161549,-5.336037615329701,-5.220111124035475,-5.1679949985943034,-5.064806872381309,-5.015244438339402,-4.9610542473448,-4.918361456128276,-4.8564137099642775
-5.790740740233816,-5.678861134813991,-5.5878725252509245,-5.516657023882635,-5.469375175911643,-5.418687615356805,-5.350636297274316,-5.284419531005386,-5.176760109402694,-5.112147450323329,-5.019977930054739,-4.963529650893388,-4.899313352100773,-4.854735284498355,-4.804306114496274
-5.755685217822583,-5.6073177814152935,-5.523250424807185,-5.444884615842449,-5.383288226745248,-5.33856901845391,-5.255785417679113,-5.204378761647167,-5.113707130912025,-5.024746880747375,-4.928552565616002,-4.910112388300758,-4.831782652550066,-4.794704273248261,-4.7427312434701205
-5.691355072635606,-5.547863511322727,-5.442161398347236,-5.3664289132415774,-5.294882429925628,-5.253161333232339,-5.188335523074443,-5.116411945691369,-5.027414707118908,-4.960309033899454,-4.857484313141982,-4.837587749279663,-4.762825144418798,-4.72030937331607,-4.673571281858483
-5.606912858004409,-5.473007021530879,-5.348450184096805,-5.285012369485173,-5.216509395151866,-5.1571840827025826,-5.1111253288134035,-5.043760718583621,-4.964864367537746,-4.90838557678585,-4.803235365583766,-4.768585353476368,-4.7036547636431525,-4.657665609212495,-4.610765391476838
-5.5160655254698785,-5.370382519506132,-5.263988076781947,-5.197325733472269,-5.129909663750807,-5.067630949194961,-5.015088200790917,-4.972085507411435,-4.894987393785414,-4.826044595577099,-4.719301843542889,-4.695995004890938,-4.649520613875126,-4.600937118052644,-4.560137282203175
-5.422842173871516,-5.270570278918183,-5.169031548356514,-5.105112997451267,-5.02716700272091,-4.978737347721716,-4.93723531699826,-4.878599210632968,-4.79771566736871,-4.749683345607792,-4.6406817041521435,-4.613476485010779,-4.588783387106941,-4.5376150240646265,-4.512626582592458
-5.321608576281353,-5.178195639175141,-5.052989867718748,-5.005973775636704,-4.927403283313738,-4.879209799226686,-4.848244956478777,-4.785815897343928,-4.723098614848004,-4.690826451747943,-4.581281338472053,-4.542138902391827,-4.521822805467975,-4.470078785864535,-4.462496054380819
-5.208912338128812,-5.074180817278017,-4.9498357213807305,-4.896618260692498,-4.829988531320447,-4.784922330376105,-4.743681538197189,-4.701707925283063,-4.655466895870234,-4.609428816057528,-4.517712431971051,-4.482479317667487,-4.455386631351109,-4.406112763379724,-4.411966064831353
-5.09660357249831,-4.96303862945444,-4.84966841186016,-4.789409426204861,-4.726937143721142,-4.698771598887026,-4.660446696704293,-4.613401757810891,-4.568318134626077,-4.524313511623098,-4.4515489018696766,-4.424277353382678,-4.393390912712267,-4.351794945019879,-4.3651594045282485
-4.996429085788493,-4.854381612866627,-4.746012913336421,-4.689395193275305,-4.625292478031957,-4.609598138493333,-4.583934775505657,-4.533150961187812,-4.501511237070884,-4.467107010633743,-4.399709294636614,-4.371792122606644,-4.337310364324321,-4.308285873831654,-4.32597934270139
-4.90639238303354,-4.763331527195146,-4.653486074270285,-4.595804408534281,-4.542866474171819,-4.529568941874948,-4.504324606162249,-4.475844178193234,-4.453363252435315,-4.414034858607107,-4.357903729947868,-4.324489823273183,-4.2895547439358666,-4.273705205969435,-4.296584887763624
-4.810618694147542,-4.671781880297465,-4.583121448904729,-4.524156095338611,-4.483324736189809,-4.465989570255091,-4.441530070804333,-4.439090245434864,-4.398580835484938,-4.359814452570907,-4.32389896300171,-4.281140396261719,-4.257520976580213,-4.2474312283573,-4.2753702534630404
-4.742430838152091,-4.593432653531977,-4.527254408159951,-4.472314954297173,-4.439899844081009,-4.4161919001245,-4.391371405768178,-4.408415923315391,-4.352529438929918,-4.322569166154165,-4.301916202216091,-4.251038457456855,-4.247085045263549,-4.229615661677122,-4.258755249680639
-4.683578288305455,-4.53425193589,-4.480804324029714,-4.435599124941894,-4.4086040382045155,-4.376857343995977,-4.352110608682375,-4.380161015587817,-4.324234412556336,-4.303752449688841,-4.286789961372484,-4.24286094651705,-4.2496187287575085,-4.220936034087993,-4.248962609573619
-4.625921048970065,-4.502909726420229,-4.444290107236322,-4.414403704970182,-4.388282160532532,-4.347061816090417,-4.3298049440961,-4.357430411012615,-4.30839433904127,-4.296192238833368,-4.282690651336475,-4.253324531002108,-4.259029171778247,-4.223556988872673,-4.25391392138651
-4.579389376986126,-4.482816168938245,-4.420282141937225,-4.405519979211323,-4.377412239759275,-4.329728035479656,-4.326598109906627,-4.343121660624332,-4.305573722741741,-4.299535790935216,-4.293931916839353,-4.27551726423215,-4.278729982389711,-4.239024786499765,-4.275030839488489
-4.551175970496383,-4.462025117513446,-4.40951087729452,-4.400651325584301,-4.375192598498979,-4.328689604564625,-4.3387009155282215,-4.3428473530764675,-4.321576154043908,-4.316570460199523,-4.317538377682882,-4.307002516137811,-4.302808423883573,-4.266238283151614,-4.306950620659951
-4.538108094175795,-4.457091080133575,-4.4093247470481405,-4.403412498969459,-4.383048267004046,-4.344477053497201,-4.360942790309451,-4.357516287206147,-4.351992790887448,-4.344185744237398,-4.347287125182965,-4.345568864256598,-4.324512681371084,-4.302500375914827,-4.3478866532086275
-4.5379710734863865,-4.467501365845095,-4.42389442429033,-4.421164558539591,-4.401955939537527,-4.375124341089481,-4.388711870424834,-4.384730659109142,-4.385639984734661,-4.376844373484579,-4.380417663002039,-4.3855085203305695,-4.353454753058617,-4.345276921225922,-4.396013356054579
-4.547115080070433,-4.486953132555385,-4.458199909537621,-4.446009975654642,-4.429555706237261,-4.417482025770522,-4.420557407637609,-4.421660651726507,-4.418317204093114,-4.415098551949313,-4.416958378055369,-4.423223581234004,-4.3976705134067915,-4.392483982559705,-4.44554820023734
-4.565716886930591,-4.513279873845931,-4.496083545521128,-4.4713330874186115,-4.4626804924701275,-4.466650021959055,-4.458736711227198,-4.463454674999088,-4.4549922197529845,-4.462570644648361,-4.458502042289024,-4.460638065475365,-4.4534603262435635,-4.44317444979275,-4.49700238262719
-4.604882671718986,-4.546806868285091,-4.53292275660196,-4.50602145609762,-4.501624493334634,-4.518313619449924,-4.506620782027972,-4.506890261486376,-4.504795790144033,-4.518342299503615,-4.509523413962734,-4.501072351408951,-4.5162911048024625,-4.501110918590474,-4.557132842074597
-4.656132190817965,-4.5997432607933435,-4.587694568934774,-4.55413597149086,-4.548212913798784,-4.571479128994315,-4.56522134650533,-4.554214666593481,-4.5705282981952795,-4.5849359485861925,-4.567497925768058,-4.54866909627016,-4.576425223995895,-4.571123110817922,-4.627063732276684
-4.703397928110866,-4.655305441309816,-4.65190919107701,-4.609322287288341,-4.602077475772301,-4.6251347088292905,-4.628234678999246,-4.60781381608553,-4.638846836465712,-4.653658754695163,-4.6223098466557,-4.610174499417932,-4.632106670439546,-4.645759208993269,-4.698586530799199
-4.748629331991611,-4.698519653770466,-4.698637594889163,-4.668998766528813,-4.663363535694631,-4.6755979204538765,-4.687518686105569,-4.666172251684296,-4.696355260525288,-4.708066362488765,-4.680773461505481,-4.6888957799690365,-4.700797786422717,-4.714050001927464,-4.767593591523652
-4.804580187579299,-4.749224906411539,-4.741540013532694,-4.734038507503389,-4.733156801230765,-4.730800240911677,-4.744245465863306,-4.730634623598789,-4.7580244047282925,-4.758389668567952,-4.758655970738343,-4.773965104711463,-4.7810220709687545,-4.784142237946341,-4.8538760774781675
-4.865919393504007,-4.8129323936948545,-4.8057866961618485,-4.799970039499536,-4.806782629471272,-4.809328315289298,-4.806109269877979,-4.805414526356791,-4.830365501780685,-4.838346186067864,-4.835407955491291,-4.853078773591176,-4.845313316705517,-4.863666592431906,-4.938662227110165
-4.917229953811301,-4.870321320587246,-4.877846626746637,-4.872908280947195,-4.877521282043933,-4.880947372860283,-4.877777141679201,-4.889733829254459,-4.901941095748532,-4.923673068923225,-4.90800472069906,-4.945043660066393,-4.922889752881918,-4.944889687350695,-5.011480286679671
-4.994710173741476,-4.938973387789147,-4.946653796548043,-4.958351805618861,-4.966330061448488,-4.957089179158797,-4.962343057806718,-4.980781508457594,-4.974365643282482,-4.9974202883047845,-5.014944946075564,-5.036827222351775,-5.035062031912947,-5.032924328303108,-5.112089120937785
-5.096256334390145,-5.044755065246062,-5.032785017903669,-5.0433308374154935,-5.0538412575693235,-5.063812566120868,-5.065177241872212,-5.079003255841601,-5.076147618248834,-5.100210001488162,-5.127668994397109,-5.114416722518125,-5.139340815954513,-5.136715939254453,-5.229642219346042
-5.190550435159946,-5.142655660497408,-5.142217739643604,-5.132250745263748,-5.140027296397623,-5.1655765888122405,-5.171928456964498,-5.182911474230742,-5.18492814771875,-5.215280122236399,-5.216313259060553,-5.210857874746816,-5.228633863641739,-5.242883462929624,-5.3290415631257675
-5.288453677214381,-5.241608572402411,-5.244289858763605,-5.232543765352205,-5.24359350509682,-5.250924684232248,-5.2817576971107085,-5.287287114950726,-5.2838680143572105,-5.311619920170401,-5.315704079089804,-5.3271319946378455,-5.335103896148027,-5.339627370943439,-5.435270625773234
-5.401318951641196,-5.3477218497844525,-5.332630369633577,-5.33822911372119,-5.346971703394877,-5.3616047550039125,-5.38578689319902,-5.383502585357573,-5.381280101637191,-5.404333922598133,-5.419644631987316,-5.41308239001209,-5.4435606508266225,-5.432470285487253,-5.556099404154379
-5.5027440350219115,-5.432947278819805,-5.42362849619793,-5.427487659107229,-5.436686513957782,-5.4627799707574525,-5.469777782078728,-5.478812592374982,-5.4817094867242275,-5.4971341339535735,-5.506038088428895,-5.488087866746773,-5.518128058410738,-5.507133833669007,-5.646994644255387
-5.602291182219111,-5.509586353660172,-5.512922954596917,-5.500908549095189,-5.5202650096097585,-5.530727890159316,-5.547978606475758,-5.566202634461327,-5.574697427238831,-5.58160086586669,-5.573659886489113,-5.583538965081044,-5.5827845470194895,-5.575154579079947,-5.732645628933772
-5.709939300806095,-5.608544754361486,-5.586880469269653,-5.5785035697265615,-5.605517558648623,-5.613094227551909,-5.63488546632943,-5.636733675121898,-5.652999929416216,-5.65734240494408,-5.631121373649966,-5.650682090346605,-5.636370381372748,-5.6405604123752715,-5.8133666167079605
-5.769734708288707,-5.660621281712028,-5.630893215604783,-5.648552005555279,-5.654321055465718,-5.655150456364914,-5.663252363077515,-5.683342903458925,-5.692746728270732,-5.690772567507105,-5.666226777466576,-5.666650473351977,-5.661396296239804,-5.6640907432701715,-5.852913032559107
-5.7898220050666795,-5.665443826833084,-5.649345542767867,-5.643928159908927,-5.654101660919247,-5.647991835466858,-5.659747842483397,-5.687708582144186,-5.694153371682223,-5.684588176814561,-5.66663370497351,-5.66440352651249,-5.647190165984222,-5.64539424850951,-5.857973341345664
-5.781855964207768,-5.6521409295742,-5.620413200551434,-5.596002613738498,-5.617738374886031,-5.626692000633963,-5.6457734409741995,-5.665535842075156,-5.67569101334394,-5.659902260283957,-5.622382966981798,-5.632896102464515,-5.602598346612223,-5.606157096985493,-5.838383204158272
-5.715939865588632,-5.5915754678545655,-5.546303548094343,-5.535914310470107,-5.534158125727339,-5.561323997055385,-5.570490133946018,-5.600871185639781,-5.594367527959523,-5.585102602774406,-5.545033283542131,-5.545366544941669,-5.528725879728242,-5.527596355380658,-5.768426415304612
-5.5878496026764575,-5.4670529620077986,-5.436569292160102,-5.422727627706806,-5.411731799917425,-5.4328335053377685,-5.445896896015518,-5.4991594147439375,-5.472207032541585,-5.470340606443434,-5.439384866023124,-5.424794646835034,-5.421094942244648,-5.393934586031356,-5.657041560431602
-5.439515688111854,-5.320147477802644,-5.292853623909805,-5.2725979582351785,-5.277204645188307,-5.301226036988482,-5.316962720015004,-5.363065367552074,-5.359377939366351,-5.3486005167697845,-5.303392323117643,-5.296967107944852,-5.290650095714378,-5.263150549717617,-5.547766277952183
-5.282043225775483,-5.177679237280746,-5.124426441204554,-5.118922853131454,-5.127507941928969,-5.159089499037879,-5.169640400439585,-5.204591909569448,-5.225452327717878,-5.203931183445843,-5.14593445270539,-5.164682083026051,-5.144106744637174,-5.14210296245821,-5.424938963232372
-5.0915456815627325,-5.010685332046856,-4.948323293544951,-4.951605997270502,-4.955597259239935,-4.982318000823171,-4.995726770349947,-5.033351108857301,-5.042693325131368,-5.035453399786201,-4.9840501550066705,-5.02329259510712,-4.991894353121512,-4.995917762079276,-5.281194490238821
-4.889341574257373,-4.8206969633365935,-4.764274983586316,-4.7734927513547944,-4.7914190905108685,-4.80870780346557,-4.828817553711255,-4.8616570157179755,-4.879472098318522,-4.871630971654927,-4.842338026410559,-4.874218419212315,-4.836085652531336,-4.841985310238148,-5.147599143441457
-4.698456079970427,-4.629089278340044,-4.578678367418741,-4.597912411974749,-4.621432721565589,-4.643009312066017,-4.6570893478892685,-4.694516648310719,-4.7383942422638885,-4.718482846266202,-4.699278345145053,-4.7263383050832015,-4.692540456341989,-4.7146767013029915,-5.030911613461585
-4.516183428652232,-4.459671128103347,-4.422011488788206,-4.412191541301928,-4.444961229095679,-4.481354153688708,-4.502545716351247,-4.5456937600898675,-4.586344875857731,-4.580685309395162,-4.561979866839632,-4.597284108386712,-4.57030888243534,-4.600764212775036,-4.9121315700174835
-4.342495153009466,-4.29712992358474,-4.278521544179416,-4.266513188659076,-4.303525675204895,-4.337116900083473,-4.366044711898699,-4.437453009878033,-4.459792276445084,-4.4760289006441925,-4.467103980191703,-4.484899100870014,-4.475013055329654,-4.492437742542825,-4.815181071388082
-4.201951636094856,-4.170592287429466,-4.154330873642263,-4.168455796057755,-4.19317572646109,-4.230643275104015,-4.2611789977950485,-4.345937588183344,-4.382021734479996,-4.4028547053022065,-4.400912352609858,-4.397142655396407,-4.40800393351196,-4.421598819163488,-4.753416122620502
-4.100325478189195,-4.07912197498153,-4.067800636778987,-4.088235321397514,-4.118389666100171,-4.159953810108988,-4.196591037472349,-4.2853743590544,-4.3254497882815235,-4.3499584168222665,-4.3446445809623775,-4.344275452318404,-4.370202713109133,-4.38433678902715,-4.706604769869283
-4.030327961737109,-4.015103764867723,-4.018270690287498,-4.030970944130226,-4.07966262678438,-4.12289448662326,-4.166097583655124,-4.253595244403192,-4.280600484013089,-4.319251555492391,-4.32224771441795,-4.324326125658664,-4.3609235586698665,-4.369852869093122,-4.691728835170747
-3.9963681038128573,-3.9837085982890477,-3.993825525940071,-4.012897060086498,-4.069919271787715,-4.115238666649352,-4.163257858945897,-4.246539231125517,-4.264554149362828,-4.318064656539078,-4.338063609344793,-4.334366374254862,-4.376928996871148,-4.3806156879924165,-4.722751717488089
-3.9983875367435555,-3.991754063410096,-4.000271928315087,-4.026161003235432,-4.089386313493709,-4.136733779562782,-4.19367234878836,-4.268841719676065,-4.292923393525639,-4.350366227265505,-4.380408160672632,-4.381901109507964,-4.419015372497579,-4.423696474456735,-4.780897399179177
-4.046792057072377,-4.0342313599468245,-4.052717916368903,-4.0726770020905265,-4.149217510385014,-4.196430476442197,-4.263641405816029,-4.329151827039533,-4.375578307706123,-4.421355662899009,-4.4479364712630725,-4.474517642005394,-4.49683349803201,-4.502843591881681,-4.869483809569148
-4.15657598473684,-4.128101177973807,-4.159908964706184,-4.18019389237158,-4.2672472991368515,-4.317042651721131,-4.372799206712538,-4.437804715505038,-4.497478195676125,-4.543360258269368,-4.564732914941162,-4.607710168474387,-4.626796822834274,-4.615826437321178,-5.01749746664321
-4.3173108181302355,-4.28787412644241,-4.320346035067483,-4.3592632733093,-4.4436578232362605,-4.4934238659315024,-4.529448914498444,-4.605536923977221,-4.667485763912008,-4.720934975659943,-4.743841904194911,-4.775411170314903,-4.790313889630309,-4.77942095766107,-5.209723047839053
-4.570590516791019,-4.504550918119122,-4.540747574060204,-4.600933983397157,-4.6799486607305,-4.735463248331309,-4.762492419527722,-4.83714255660467,-4.916275947063548,-4.94254431693392,-4.973151124019475,-4.989974466227285,-4.994313637287027,-4.985212964929312,-5.423268526459379
-4.96223710207134,-4.8308377981389645,-4.8708409029169735,-4.927646774766616,-5.009463234319979,-5.056676750961242,-5.0831941702050685,-5.142429212702251,-5.223157543740404,-5.237957548581642,-5.247507857605161,-5.254135876969942,-5.261696525860727,-5.230978268723994,-5.671959682803213
-5.471793750461423,-5.2978579534302686,-5.323914117889845,-5.3614898611629815,-5.444086307575024,-5.45847436105209,-5.4839036409331925,-5.531459020431733,-5.580312656418723,-5.608951297533924,-5.582303086927032,-5.557291444093433,-5.569202513533679,-5.509832408591941,-5.946622639590111
-6.1086680702043195,-5.872368147891622,-5.878879661535528,-5.889385936368509,-5.958938334026817,-5.9440931229426175,-5.963132565136432,-5.994884398907806,-6.010736943144327,-5.999966707000845,-5.951537482949808,-5.8901195382722005,-5.86971305446553,-5.8095596529784865,-6.184266844177637
-6.8390833747205,-6.5400806616721425,-6.519682037925914,-6.490444093598051,-6.538408686481313,-6.5078209236097795,-6.51376935770028,-6.502947128615897,-6.487826395667943,-6.407640659682591,-6.317402549491036,-6.239153398631467,-6.16532945615598,-6.085200840131458,-6.351969640208308
-7.54576013381903,-7.247532809309347,-7.191820577625453,-7.14093719669788,-7.141614490558807,-7.093260607069237,-7.065628917234982,-7.014923174521622,-6.934437852448898,-6.814907108431374,-6.648496535320405,-6.553564489257772,-6.437529234813308,-6.311163779357448,-6.416810684834791
-8.094090920263081,-7.8359147733347,-7.764506137742872,-7.703397896034159,-7.656013860885438,-7.5860187043577145,-7.514521818004917,-7.432101499043499,-7.2670111230115495,-7.092134166181002,-6.890977841132428,-6.746998220748042,-6.5881656362636685,-6.430452551288098,-6.304785939111692
-8.441785462756219,-8.232626080936399,-8.154044927209323,-8.088411215860011,-7.998510431056131,-7.923605313755824,-7.8139501290182976,-7.673228000940163,-7.458785289174164,-7.199701928267132,-6.9712673567845025,-6.777672630742201,-6.577513194991056,-6.3840143595648895,-5.984313973467256
-8.530884382225095,-8.41146008648526,-8.324335619130993,-8.243103594083232,-8.123375150746622,-8.041674644641036,-7.904056097762441,-7.7093858476795045,-7.447297353826054,-7.143909159289645,-6.847614713347909,-6.632563547500863,-6.3959847844765285,-6.173336020115399,-5.461870676963098
-8.342114222128178,-8.332216216339411,-8.233925896830616,-8.149497205323165,-7.9895209060933,-7.901550778245886,-7.733039006328346,-7.497276685193667,-7.1731847857709266,-6.852262737853925,-6.511740404449065,-6.275570421700842,-6.009734826354443,-5.770682339432113,-4.763592721162678
-7.909360005324591,-7.9896586176790905,-7.889993168243097,-7.787046701792274,-7.596249863415069,-7.4713036673953015,-7.301996787628528,-7.01641963670623,-6.663066645473036,-6.314788655281684,-5.957283160866461,-5.702325623639782,-5.421098910524707,-5.177411989513169,-3.9749741216271652
-7.251889654535199,-7.405323728611488,-7.305736572439099,-7.1743208902251325,-6.967041727090322,-6.811641029838184,-6.645420413543234,-6.319190387713165,-5.973221869860959,-5.606889344849066,-5.236699158212932,-4.9952200318193345,-4.714781302343563,-4.474061332000096,-3.2100395728063713
